;name;address;e-mail;site;telephone;e_mail
62;Aoyama;70 rue de Gand, 59800, Лилль Франция;;http://www.aoyamarestaurant.com/;;mailto:aoyamalille@gmail.com?subject=?
63;Estaminet du Bourg;1 Place de la Liberte, 59650 Вильнев-д'Аск, Лилль Франция;;http://www.facebook.com/estaminetdubourg59;tel:+33 3 20 59 65 49;mailto:sevepasse@gmail.com?subject=?
64;Le compostelle;4 rue Saint Etienne, 59800, Лилль Франция;;http://lecompostelle.fr/;tel:+33 3 28 38 08 30;
65;L'Improviste;79 rue de Douai, 59000, Лилль Франция;;http://www.limproviste-restaurant.fr;tel:+33 6 80 31 16 46;mailto:bruno@limproviste-restaurant.fr?subject=?
66;Au Cœur de l’Inde;226 avenue de Dunkerque, 59130 Lambersart, Лилль Франция;;http://Aucoeurdelinde.eatbu.com;tel:+33 9 81 94 26 20;mailto:manjit.singh3253@gmail.com?subject=?
67;Autour de Vous;81 rue d Angleterre, 59800, Лилль Франция;;http://www.facebook.com/autourdevousepicerie;tel:+33 3 28 07 73 71;
68;L'Etable;3 Terrasse Sainte Catherine, 59800, Лилль Франция;;http://www.letablevieux-lille.fr;tel:+33 3 20 14 00 34;
69;Restaurant Le Baysca;505 rue Obert, 59118 Wambrechies, Лилль Франция;;https://www.facebook.com/restaurantlebaysca/;tel:+33 3 20 40 87 88;
70;Les 3 Brasseurs;18 Place de la Gare, 59800, Лилль Франция;;http://www.facebook.com/3brasseurs/;tel:+33 3 20 06 46 25;mailto:lille@les3brasseurs.com?subject=?
71;Arkose Lille;75 rue des Postes, 59000, Лилль Франция;;http://lille.arkose.com/;tel:+33 7 62 18 63 19;mailto:contactlille@arkose.com?subject=?
72;Le Septentrion;Chemins des Coulons, 59700 Marcq-en-Baroeul, Лилль Франция;;http://www.septentrion.fr;tel:+33 3 20 46 26 98;mailto:restaurant.septentrion@gmail.com?subject=?
73;Patrimoine Kabyle;30 rue Nicolas Leblanc, 59000, Лилль Франция;;http://patrimoinekabyle.fr;tel:+33 3 62 65 95 21;mailto:patrimoinek@outlook.fr?subject=?
74;N'Autre Monde;1 B rue du Cure Saint Etienne, 59800, Лилль Франция;;http://www.nautremonde.fr;tel:+33 3 20 15 01 31;mailto:nautremonde@outlook.com?subject=?
75;La Table de Sam;148 rue d Artois, 59000, Лилль Франция;;http://www.latabledesam.com;tel:+33 3 20 06 18 15;mailto:s.camacho@hotmail.fr?subject=?
76;Le Palais de la Biere;11 Bis Place de la Grace, 59000, Лилль Франция;;http://brasserie-lepalaisdelabiere.fr/;tel:+33 3 20 06 38 94;mailto:hotel-napoleon-lille@orange.fr?subject=?
77;Le Comptoir des Bistronomes;155 rue Pierre Mauroy, 59800, Лилль Франция;;http://www.lecomptoirdesbistronomes.com;tel:+33 3 20 95 97 46;mailto:lecomptoirdesbistronomes@gmail.com?subject=?
78;Au Diable des Plaisirs;4 Place Philippe Lebon, 59000, Лилль Франция;;http://www.audiabledesplaisirs.fr/;tel:+33 3 20 00 81 21;
79;La Capsule;25 rue des 3 Mollettes, 59800, Лилль Франция;;http://www.bar-la-capsule.fr/;tel:+33 3 20 42 14 75;mailto:contact@bar-la-capsule.com?subject=?
80;TRINACRIA;19 rue de Canteleu, 59000, Лилль Франция;;http://www.la-trinacria.fr;tel:+33 3 20 08 62 63;
81;L'Estaminet Gantois;224 rue de Paris En annexe à l'hôtel Hermitage Gantois, 59800, Лилль Франция;;http://www.hotelhermitagegantois.com/?page_id=248;tel:+33 3 20 85 30 30;mailto:contact@gantoislille.com?subject=?
82;AL'Carbone;118 avenue Arthur Notebart, 59160 Ломм, Лилль Франция;;http://alcarbonefrance.simplesite.com;tel:+33 3 20 60 58 47;mailto:alcarbonefrance@gmail.com?subject=?
83;La Table;237 boulevard de Tournai en face de la porte F du stade Pierre MAUROY, 59650 Вильнев-д'Аск, Лилль Франция;;http://www.la-table.fr;tel:+33 3 20 41 28 06;mailto:infos@la-table.fr?subject=?
84;Izumi;2 rue Jean Sans Peur, 59800, Лилль Франция;;http://www.facebook.com/izumi.lille;tel:+33 3 20 13 90 05;
85;Escale Thaï;68 rue de Gand, 59800, Лилль Франция;;http://escalethai.fr;tel:+33 3 66 97 55 23;mailto:postmaster@escalethai.fr?subject=?
86;La Bonbonniere;157 rue du Molinel, 59800, Лилль Франция;;http://www.cabaretlabonbonniere.com/;tel:+33 3 28 53 09 14;mailto:info@cabaretlabonbonniere.com?subject=?
87;Restaurant Au Gout Du Jour;22 rue de la Barre, 59800, Лилль Франция;;http://www.augoutdujour.eu;tel:+33 3 20 51 23 45;mailto:contact@augoutdujour.eu?subject=?
88;La Fossetta;15 rue des Fosses, 59800, Лилль Франция;;http://www.lafossetta.fr/;tel:+33 3 20 57 80 77;
89;Gorilla Topping Food & Coffee;72 rue de Paris, 59800, Лилль Франция;;http://www.gorillatopping.fr/;;
90;A la Maison;147 Rue Pierre Mauroy, 59800, Лилль Франция;;http://alamaisonlille.com;tel:+33 6 48 48 97 69;mailto:alamaisonlille@outlook.fr?subject=?
91;Ripaille;4 rue des Bouchers, 59800, Лилль Франция;;https://www.facebook.com/ripaillelille/;tel:+33 3 20 37 38 53;mailto:contact@ripaille-lille.com?subject=?
92;Le compostelle;4 rue Saint Etienne, 59800, Лилль Франция;;http://lecompostelle.fr/;tel:+33 3 28 38 08 30;
93;Octopus;2 Place Sebastopol, 59000, Лилль Франция;;http://www.restaurant-octopus-lille.fr/;tel:+33 3 20 57 14 39;mailto:restaurant.octopus59@gmail.com?subject=?
94;Club Marot;16 rue de Pas, 59800, Лилль Франция;;http://clubmarot.fr;tel:+33 3 20 57 01 10;mailto:restaurant.clubmarot@gmail.com?subject=?
95;Melting Pot;3 rue Anatole France, 59800, Лилль Франция;;http://www.meltingpotrestaurant.fr/;tel:+33 3 20 06 33 99;mailto:contact@meltingpotrestaurant.fr?subject=?
96;La Maison Commune;27 Place de la Republique, 59650 Вильнев-д'Аск, Лилль Франция;;http://www.facebook.com/pages/La-Maison-Commune/116255881764705;tel:+33 3 20 91 00 77;
97;SOlange;59 rue d Isly, 59000, Лилль Франция;;http://www.solange-restaurant.fr/;tel:+33 9 86 37 22 50;mailto:solangebistrot@gmail.com?subject=?
98;Ile de Crete;86 rue de Gand Vieux Lille, 59800, Лилль Франция;;http://www.restaurantliledecrete.fr/;tel:+33 3 28 04 59 84;
99;Les Ptiots;35 rue de Gand, 59800, Лилль Франция;;http://www.lesptiots.com/;tel:+33 3 20 74 22 68;
100;Le Pubstore;44 rue de la Halle, 59800, Лилль Франция;;http://www.lepubstore.fr/;tel:+33 3 20 55 10 31;mailto:lepubstore@orange.fr?subject=?
101;Tramontana La;33 rue d Isly, 59000, Лилль Франция;;http://www.latramontana.fr;tel:+33 3 20 93 82 92;
102;A La Table De Louise;24 rue Royale, 59800, Лилль Франция;;https://www.facebook.com/pages/A-la-Table-de-Louise/406582296104471;tel:+33 3 20 78 14 75;
103;Le Braisé;107 rue de Douai, 59000, Лилль Франция;;http://www.lebraise.fr;tel:+33 3 66 19 07 03;mailto:inside@lebraise.com?subject=?
104;Le Braisé;107 rue de Douai, 59000, Лилль Франция;;http://www.lebraise.fr;tel:+33 3 66 19 07 03;mailto:inside@lebraise.com?subject=?
105;La Fossetta;100 rue du Pic au Vent, 59810 Lesquin, Лилль Франция;;http://lafossetta.fr/restaurant-lesquin/;tel:+33 3 20 11 04 35;mailto:contact@fossetta.fr?subject=?
106;La Consigne;27 boulevard Jean Baptiste Lebas ., 59000, Лилль Франция;;http://www.laconsigne.fr;tel:+33 3 20 85 87 01;
107;l'Adresse;34 B rue des Bouchers, 59800, Лилль Франция;;http://fr-fr.facebook.com/pages/LADRESSE/1382392288652147;tel:+33 3 59 89 66 33;
108;La Bellezza;126 rue Esquermoise, 59800, Лилль Франция;;https://www.bigmammagroup.com/fr/trattorias/la-bellezza;;mailto:love@bigmamma.fr?subject=?
109;L'Estaminet Gantois;224 rue de Paris En annexe à l'hôtel Hermitage Gantois, 59800, Лилль Франция;;http://www.hotelhermitagegantois.com/?page_id=248;tel:+33 3 20 85 30 30;mailto:contact@gantoislille.com?subject=?
110;Wally's Coffee;rue du Molinel, 59800, Лилль Франция;;http://www.wallyscoffee.fr/;tel:+33 3 28 38 97 51;mailto:contact@wallyscoffee.fr?subject=?
111;Balsamique Restaurant;13 Place du General de Gaulle, 59118 Wambrechies, Лилль Франция;;http://www.balsamique-restaurant.com/;tel:+33 3 20 93 68 55;
112;Borsalino;40 rue Sere de Rivieres, 59118 Wambrechies, Лилль Франция;;http://www.facebook.com/Le-Borsalino-Wambrechies-466373077135232/;tel:+33 3 20 43 23 23;
113;Le Petit Jardin;270 rue des Fusilles, 59493 Вильнев-д'Аск, Лилль Франция;;http://www.lepetitjardin-restaurant.fr/;tel:+33 3 59 89 49 91;mailto:contact@lepetitjardin-restaurant.fr?subject=?
114;Le Napoleon;Place de la Gare 17 Place de la Gare, 59000, Лилль Франция;;http://www.hotel-napoleon-lille.com/;tel:+33 3 20 42 19 69;mailto:hotel-napoleon-lille@orange.fr?subject=?
115;Le bistrot du Canon d'or;1 avenue Becquart, 59130 Lambersart, Лилль Франция;;https://www.facebook.com/pages/Bistrot-du-Canon-dOr-Lambersart/198571536820816;tel:+33 3 20 74 46 11;
116;La Crêperie de Lille;64 rue de Gand, 59800, Лилль Франция;;http://www.lacreperiedelille.fr;tel:+33 3 20 12 77 76;mailto:lacreperiedelille@hotmail.fr?subject=?
117;Les Hauts de Lille;777 Pont de Flandres, 59000, Лилль Франция;;http://www.hotelsbarriere.com/fr/lille/hotel-barriere/restaurants-et-bars/les-hauts-de-lille.html#;tel:+33 3 28 14 45 50;mailto:leshautsdelille@groupebarriere.com?subject=?
118;Laksøn;21 rue du Cure Saint Etienne, 59800, Лилль Франция;;http://www.lakson.fr;tel:+33 3 20 31 19 96;mailto:contact@lakson.fr?subject=?
119;Mamma Mia Pinseria Lille;11 Place du Concert, 59800, Лилль Франция;;https://www.facebook.com/pages/category/Italian-Restaurant/Mamma-Mia-Lille-318452562043916/;tel:+33 6 74 21 61 88;
120;La Luck;1 B rue Princesse, 59800, Лилль Франция;;http://lalucklille.com/;tel:+33 7 70 21 57 71;mailto:contact@lalucklille.com?subject=?
121;Romeo Pizzas;10 Place de la Cessoie, 59130 Lambersart, Лилль Франция;;http://romeopizzas.eatbu.com/;tel:+33 3 59 01 47 94;mailto:romeopizzas1@gmail.com?subject=?
122;Le Scoop;64 rue Saint Andre, 59800, Лилль Франция;;http://www.le-scoop-lille.fr/;tel:+33 3 20 74 94 34;mailto:scoopdelille@orange.fr?subject=?
123;Les Petits Poissons;66 boulevard Jean Baptiste Lebas, 59000, Лилль Франция;;http://www.lespetitspoissons.fish/;tel:+33 3 20 87 38 67;mailto:lespetitspoissonslille@gmail.com?subject=?
124;TOK TOK;246 rue Leon Gambetta A 100 mètres du marché de Wazemmes, 59000, Лилль Франция;;;tel:+33 9 72 65 80 35;mailto:contact@tok-tok.fr?subject=?
125;Les 3 Brasseurs;18 Place de la Gare, 59800, Лилль Франция;;http://www.facebook.com/3brasseurs/;tel:+33 3 20 06 46 25;mailto:lille@les3brasseurs.com?subject=?
126;Sazanka;505 avenue de la Republique, 59700 Marcq-en-Baroeul, Лилль Франция;;http://www.restaurantsazanka.fr/;tel:+33 3 20 74 28 66;mailto:hetianjiao@hotmail.com?subject=?
127;Gabbro Lille;55 rue Saint Andre, 59800, Лилль Франция;;http://eat.syone.me/gabbro;tel:0320390551;
128;Hopen Source;13 rue du Plat, 59800, Лилль Франция;;http://www.hopensource.com;tel:+33 3 20 88 33 08;mailto:contact@hopensource.com?subject=?
129;Brasserie Comptoir 44;44 rue de Gand, 59800, Лилль Франция;;http://www.comptoir44-lille.fr/;tel:+33 3 20 21 03 63;mailto:jsbrisebard@yahoo.fr?subject=?
130;Chiquita Bacana;82 rue de Gand, 59800, Лилль Франция;;http://www.chiquita-bacana.com;tel:+33 3 20 55 77 60;
131;La Bonbonniere;157 rue du Molinel, 59800, Лилль Франция;;http://www.cabaretlabonbonniere.com/;tel:+33 3 28 53 09 14;mailto:info@cabaretlabonbonniere.com?subject=?
132;Creperie le Repaire du Lion;6 Place du Lion D Or 59000, 59800, Лилль Франция;;http://www.lerepairedulion.com;tel:+33 3 20 74 20 36;
133;A Taaable;62 rue de Gand, 59800, Лилль Франция;;http://www.ataaablerestaurant.fr;tel:+33 9 51 42 04 15;mailto:ataaable@free.fr?subject=?
134;O Concert Restaurant;13 Place du Concert Vieux Lille, 59800, Лилль Франция;;http://www.oconcert-restaurant.com/;tel:+33 3 20 06 40 96;
135;l'Escale des Saveurs;149 avenue de la Republique, 59110 La Madeleine, Лилль Франция;;http://www.lescaledessaveurs.com;tel:+33 3 20 51 90 48;mailto:cassez.olivier@gmail.com?subject=?
136;La Petite Table;59 rue de la Monnaie, 59800, Лилль Франция;;http://www.lapetitetable-vieuxlille.com/;tel:+33 3 20 55 60 47;mailto:contact@lapetitetable-vieuxlille.com?subject=?
137;Club Marot;16 rue de Pas, 59800, Лилль Франция;;http://clubmarot.fr;tel:+33 3 20 57 01 10;mailto:restaurant.clubmarot@gmail.com?subject=?
138;Layalina;14 rue d Arras, 59000, Лилль Франция;;http://www.layalina-lille.com/;tel:+33 3 20 42 85 58;
139;La Mamounia;165 rue des Postes, 59000, Лилль Франция;;http://kechmara.fr/restaurant-la-mamounia/le-restaurant.html;tel:+33 3 20 54 08 34;mailto:resa@lamamounia.fr?subject=?
140;La Cave d'Hippolyte;143 rue Gustave Delory, 59810 Lesquin, Лилль Франция;;http://www.cave-hippolyte.com;tel:+33 3 20 96 06 30;mailto:cave-hippolyte@orange.fr?subject=?
141;Le Barbier qui fume Vieux-Lille;69 rue de la Monnaie, 59800, Лилль Франция;;http://www.lebarbierquifume.fr/;tel:+33 3 20 06 99 35;
142;Le Barbier qui fume Lille Europe;51 Esch sur Alzette street, 59000, Лилль Франция;;http://lebarbierquifume.fr;tel:+33 3 20 40 76 23;mailto:contact@eurabarbier.fr?subject=?
143;La Bonbonniere;157 rue du Molinel, 59800, Лилль Франция;;http://www.cabaretlabonbonniere.com/;tel:+33 3 28 53 09 14;mailto:info@cabaretlabonbonniere.com?subject=?
144;La Petite Cour;17 rue du Cure Saint Etienne, 59800, Лилль Франция;;http://www.lapetitecour-lille.fr/;tel:+33 3 20 51 52 81;mailto:petitecour@free.fr?subject=?
145;Baba Yaga;261 rue de Solferino, 59000, Лилль Франция;;http://www.facebook.com/BABA-YAGA-319716914723416/timeline;tel:+33 3 20 44 79 35;
146;Monsieur Jean;12 rue Pierre Mauroy, 59000, Лилль Франция;;http://www.restaurant-jeanjean.fr/;tel:+33 3 28 07 70 72;mailto:meurinlille@gmail.com?subject=?
147;Le Fossile;60 rue Saint Etienne, 59800, Лилль Франция;;http://www.lefossile.com/;tel:+33 3 20 54 29 82;mailto:contact@lefossile.com?subject=?
148;Le Napoleon;Place de la Gare 17 Place de la Gare, 59000, Лилль Франция;;http://www.hotel-napoleon-lille.com/;tel:+33 3 20 42 19 69;mailto:hotel-napoleon-lille@orange.fr?subject=?
149;Le Pinocchio;23 rue de Roubaix, 59800, Лилль Франция;;http://www.pinocchio-lille.com/;tel:+33 3 20 06 31 48;
150;Le Marche Flottant;38 rue Leon Gambetta, 59000, Лилль Франция;;http://www.facebook.com/pages/Le-March%C3%A9-Flottant/171104279571752;tel:+33 3 59 22 40 71;
151;Au Vieux de la Vieille;2 rue des Vieux Murs, 59800, Лилль Франция;;http://estaminetlille.fr/auvieux/;tel:+33 3 20 13 81 64;
152;La Table du Colysee;201 avenue du Colisee, 59130 Lambersart, Лилль Франция;;https://www.latableducolysee.fr/;tel:+33 3 20 00 14 85;
153;Club Marot;16 rue de Pas, 59800, Лилль Франция;;http://clubmarot.fr;tel:+33 3 20 57 01 10;mailto:restaurant.clubmarot@gmail.com?subject=?
154;Le Domaine de Chavagnac;43 rue de Gand Vieux Lille, 59800, Лилль Франция;;http://www.ledomainedechavagnac.fr/;tel:+33 3 20 06 53 51;
155;Friterie des Lilas;40 rue Saint Gabriel, 59800, Лилль Франция;;http://www.friteriedeslilas.fr/;tel:+33 3 20 42 94 93;
156;La Cense;27 rue Auguste Bonte, 59130 Lambersart, Лилль Франция;;http://www.la-cense.fr;tel:+33 3 20 92 22 74;mailto:la-cense@wanadoo.fr?subject=?
157;Kisoro;146 rue du Molinel 146 Rue du Molinel, 59800, Лилль Франция;;http://www.kisorosushi.fr;tel:+33 3 20 74 25 64;
158;Les Compagnons de la grappe;26 rue Lepelletier, 59800, Лилль Франция;;http://les-compagnons-de-la-grappe.zenchef.com/;tel:+33 3 20 21 02 79;
